ensembl_gene_id,sepwes003,sepwes006,sepwes007,sepwes008,sepwes009,sepwes010,sepwes011,sepwes012
ENSG00000053372,6,6,7,7,8,6,7,7
ENSG00000053501,5,7,5,7,7,6,7,7
ENSG00000053770,9,9,9,8,9,9,9,8
ENSG00000053900,8,7,9,7,9,8,8,8
ENSG00000053918,7,7,7,9,5,8,8,8
ENSG00000054116,9,8,9,9,9,9,8,8
ENSG00000054118,11,11,11,11,11,11,10,11
ENSG00000054148,7,6,6,6,6,6,7,6
ENSG00000054219,7,6,8,7,7,8,8,7
ENSG00000054267,12,11,12,10,10,10,10,11
ENSG00000054277,7,7,8,7,9,7,7,7
ENSG00000054282,8,7,8,7,7,7,7,7
ENSG00000054392,5,3,4,4,6,4,5,5
ENSG00000054523,10,10,10,11,8,10,9,9
ENSG00000054611,8,9,8,9,9,8,8,8
ENSG00000054654,10,9,11,10,10,10,10,10
ENSG00000054793,6,10,5,10,5,9,6,7
ENSG00000054965,9,8,8,9,8,9,8,8
ENSG00000054967,9,9,9,10,8,10,9,9
ENSG00000054983,9,9,9,8,7,9,8,9
ENSG00000055044,8,7,7,7,9,7,9,8
ENSG00000055070,10,10,10,10,10,10,10,10
ENSG00000055118,7,6,4,7,4,4,5,4
ENSG00000055130,11,8,10,8,9,8,9,10
ENSG00000055147,8,8,8,7,8,8,7,7
ENSG00000055163,9,10,10,12,11,11,11,10
ENSG00000055208,10,11,11,10,10,10,10,10
ENSG00000055211,8,8,8,8,9,8,8,8
ENSG00000055332,14,11,14,10,11,10,9,13
ENSG00000055483,7,7,7,7,9,8,9,8
ENSG00000055609,10,10,10,9,9,10,10,10
ENSG00000055917,10,11,11,10,11,11,11,10
ENSG00000055950,7,7,7,7,8,7,7,7
ENSG00000055955,4,4,3,5,4,4,4,5
ENSG00000056050,6,6,5,6,7,6,6,6
ENSG00000056097,10,10,10,8,10,9,9,9
ENSG00000056277,5,5,6,4,6,5,6,5
ENSG00000056558,7,9,8,8,11,8,9,8
ENSG00000056586,9,9,10,8,9,9,9,9
ENSG00000056972,6,6,7,7,7,6,6,6
ENSG00000057252,9,10,9,10,8,9,9,9
ENSG00000057294,4,5,4,4,3,6,4,4
ENSG00000057608,12,11,12,11,12,11,11,11
ENSG00000057657,10,9,10,8,8,8,9,9
ENSG00000057663,7,7,8,6,8,8,8,7
ENSG00000057704,9,11,10,11,9,10,9,10
ENSG00000057757,9,8,8,8,8,10,9,8
ENSG00000057935,5,5,5,6,8,5,6,6
ENSG00000058056,4,5,5,4,7,5,6,5
ENSG00000058063,10,11,10,11,9,11,10,10
ENSG00000058091,8,8,8,8,7,8,8,7
ENSG00000058262,10,10,10,10,10,10,10,10
ENSG00000058272,11,11,11,11,10,11,11,10
ENSG00000058335,3,3,4,3,9,3,4,4
ENSG00000058453,5,6,6,6,7,6,7,7
ENSG00000058600,7,7,7,7,8,7,8,7
ENSG00000058668,9,11,10,11,9,10,10,11
ENSG00000058729,7,7,7,6,8,7,8,7
ENSG00000058799,9,10,9,11,8,9,8,9
ENSG00000058804,6,6,6,6,7,7,7,7
ENSG00000058866,6,6,7,7,8,8,6,6
ENSG00000059122,6,7,6,7,7,8,8,7
ENSG00000059145,8,8,8,8,8,8,8,7
ENSG00000059377,10,11,10,12,8,11,10,11
ENSG00000059378,13,9,12,8,10,9,8,12
ENSG00000059573,6,6,7,6,9,7,8,7
ENSG00000059588,7,7,7,6,8,7,8,7
ENSG00000059691,6,6,6,6,7,5,6,7
ENSG00000059728,15,14,15,14,11,13,12,14
ENSG00000059758,10,8,10,7,8,8,8,9
ENSG00000059769,5,6,5,5,6,6,6,5
ENSG00000059804,12,14,12,14,10,13,12,12
ENSG00000060069,8,9,8,10,7,10,8,8
ENSG00000060138,14,12,11,13,11,12,12,12
ENSG00000060140,4,4,3,4,4,4,5,4
ENSG00000060237,11,10,11,11,10,11,11,10
ENSG00000060339,9,9,9,8,9,9,9,9
ENSG00000060491,12,10,11,11,9,10,9,10
ENSG00000060558,8,9,7,9,6,8,7,8
ENSG00000060642,7,7,7,8,7,7,7,7
ENSG00000060688,8,8,7,7,9,8,8,8
ENSG00000060749,8,7,8,6,8,7,7,7
ENSG00000060762,7,7,7,7,8,8,7,7
ENSG00000060971,9,10,9,12,8,10,9,9
ENSG00000060982,7,9,7,8,10,7,6,7
ENSG00000061273,9,10,9,12,10,10,9,9
ENSG00000061676,6,6,6,5,4,5,7,6
ENSG00000061794,7,7,8,6,8,7,8,7
ENSG00000061918,7,6,7,7,5,6,6,7
ENSG00000061936,8,9,8,9,9,9,9,9
ENSG00000061938,11,9,11,11,9,10,9,11
ENSG00000061987,9,9,9,8,9,9,9,9
ENSG00000062194,12,10,12,10,10,10,10,11
ENSG00000062282,8,12,9,13,8,11,9,9
ENSG00000062485,9,10,9,10,10,10,9,10
ENSG00000062524,4,4,5,5,5,5,5,5
ENSG00000062598,11,11,10,10,9,9,9,10
ENSG00000062650,10,10,10,9,9,10,10,9
ENSG00000062716,13,13,13,13,11,13,11,13
ENSG00000062725,9,8,9,8,9,8,9,9
ENSG00000062822,5,6,6,6,6,7,6,7
ENSG00000063046,10,11,11,11,12,11,12,11
ENSG00000063127,5,5,5,6,7,5,6,6
ENSG00000063169,7,7,7,7,7,7,7,7
ENSG00000063176,6,6,6,7,7,7,6,7
ENSG00000063177,10,11,10,12,12,11,12,10
ENSG00000063180,4,4,4,5,6,4,5,5
ENSG00000063241,6,5,5,6,6,6,5,3
ENSG00000063244,10,10,9,10,10,10,10,10
ENSG00000063245,9,9,9,11,8,9,9,9
ENSG00000063322,8,8,8,9,9,8,8,8
ENSG00000063587,7,6,7,5,10,6,7,7
ENSG00000063601,8,8,8,9,9,8,8,8
ENSG00000063761,6,5,5,5,6,6,6,6
ENSG00000063854,11,10,8,11,8,10,9,8
ENSG00000063978,9,9,9,10,10,9,9,10
ENSG00000064012,12,11,12,11,10,11,11,12
ENSG00000064102,7,7,7,7,8,7,8,7
ENSG00000064115,8,8,8,8,8,9,8,8
ENSG00000064201,7,7,7,8,7,8,8,8
ENSG00000064225,9,8,9,8,6,8,8,8
ENSG00000064270,4,5,3,5,3,8,4,3
ENSG00000064313,8,8,8,7,9,8,8,8
ENSG00000064393,9,10,9,9,8,9,9,9
ENSG00000064419,10,10,10,11,9,10,9,10
ENSG00000064490,8,8,7,9,8,8,7,7
ENSG00000064545,5,5,4,5,6,4,5,5
ENSG00000064547,9,10,9,12,8,11,9,10
ENSG00000064601,11,11,10,12,9,11,10,11
ENSG00000064607,9,9,9,9,10,10,10,9
ENSG00000064651,4,6,6,5,7,7,7,6
ENSG00000064652,5,5,5,4,5,5,5,5
ENSG00000064666,12,12,12,15,11,13,12,12
ENSG00000064687,9,8,9,11,9,11,10,10
ENSG00000064703,7,7,7,7,8,7,8,8
ENSG00000064726,9,8,8,8,9,8,9,8
ENSG00000064763,10,8,10,9,6,11,7,9
ENSG00000064886,6,8,6,5,7,5,6,6
ENSG00000064932,11,12,11,12,9,11,10,10
ENSG00000064933,6,6,7,5,8,6,7,6
ENSG00000064961,8,8,8,9,7,8,7,7
ENSG00000064989,5,6,5,4,2,4,5,3
ENSG00000064995,7,7,8,7,8,8,8,7
ENSG00000064999,9,9,8,9,7,8,7,8
ENSG00000065000,10,10,10,10,9,10,9,10
ENSG00000065029,7,7,6,7,8,8,8,7
ENSG00000065054,4,5,3,5,4,4,5,5
ENSG00000065057,4,5,3,5,5,4,5,6
ENSG00000065060,7,7,7,6,7,7,7,7
ENSG00000065135,11,11,11,11,10,11,10,10
ENSG00000065150,8,8,8,8,10,9,9,9
ENSG00000065154,8,10,8,9,8,9,8,7
ENSG00000065183,7,8,7,7,7,6,8,7
ENSG00000065243,11,9,11,8,9,10,9,10
ENSG00000065268,6,6,6,6,6,6,6,6
ENSG00000065308,8,8,8,8,9,7,8,8
ENSG00000065328,4,4,5,6,4,6,3,3
ENSG00000065357,8,9,9,10,10,9,10,10
ENSG00000065413,11,11,11,10,11,11,11,10
ENSG00000065427,12,10,11,9,10,9,10,10
ENSG00000065457,7,7,7,7,8,7,8,7
ENSG00000065485,6,6,5,6,5,6,5,5
ENSG00000065491,8,7,7,7,7,8,7,7
ENSG00000065518,8,8,8,9,8,8,8,8
ENSG00000065526,10,10,10,10,10,10,10,10
ENSG00000065534,8,7,7,8,7,6,7,8
ENSG00000065548,9,8,8,8,9,8,9,8
ENSG00000065559,9,9,9,9,8,9,9,8
ENSG00000065600,7,7,6,5,7,6,6,6
ENSG00000065613,10,10,11,9,9,10,9,9
ENSG00000065615,11,11,11,11,9,10,10,10
ENSG00000065618,4,4,5,6,3,10,4,4
ENSG00000065621,4,5,5,4,5,5,3,5
ENSG00000065665,5,6,7,7,7,7,6,6
ENSG00000065675,7,6,8,7,7,7,9,8
ENSG00000065717,4,4,4,5,5,3,5,5
ENSG00000065802,7,8,7,8,9,8,8,7
ENSG00000065809,9,10,10,11,10,11,10,10
ENSG00000065833,4,5,5,5,4,4,5,4
ENSG00000065882,11,10,11,12,10,10,10,11
ENSG00000065883,9,9,9,9,11,9,9,10
ENSG00000065911,10,9,9,7,8,8,8,8
ENSG00000065923,6,6,7,6,11,6,7,6
ENSG00000065970,8,8,8,10,8,9,8,9
ENSG00000065978,13,12,12,13,12,12,12,12
ENSG00000065989,8,7,6,6,8,6,7,8
ENSG00000066027,10,11,10,12,10,11,10,11
ENSG00000066044,8,9,8,8,9,8,9,9
ENSG00000066056,3,3,4,3,3,4,4,4
ENSG00000066084,11,10,11,10,9,10,9,10
ENSG00000066117,8,8,8,9,9,8,9,9
ENSG00000066135,7,7,8,8,7,8,8,8
ENSG00000066136,10,10,10,11,9,10,9,10
ENSG00000066279,4,4,4,5,4,8,4,4
ENSG00000066294,9,9,9,9,9,8,10,9
ENSG00000066322,9,9,8,10,9,9,9,9
ENSG00000066336,13,14,12,15,10,13,11,12
ENSG00000066379,7,7,8,7,7,7,7,7
ENSG00000066422,8,8,8,7,8,9,9,8
ENSG00000066427,8,9,9,8,9,9,9,8
ENSG00000066455,9,8,8,8,8,8,8,8
ENSG00000066557,6,7,7,4,7,7,7,6
ENSG00000066583,7,7,6,7,7,6,7,6
ENSG00000066651,6,5,6,4,7,5,7,5
ENSG00000066654,9,8,9,8,9,8,9,8
ENSG00000066697,6,5,5,6,6,6,6,5
ENSG00000066739,7,8,8,8,8,9,9,7
ENSG00000066777,9,10,10,10,9,11,10,9
ENSG00000066827,7,7,6,7,6,6,6,7
ENSG00000066855,5,6,5,5,6,5,6,5
ENSG00000066923,4,5,4,5,4,3,6,5
ENSG00000066926,9,8,8,8,7,10,9,7
ENSG00000066933,7,7,7,6,9,7,8,7
ENSG00000067048,6,3,10,8,10,3,10,9
ENSG00000067057,9,8,8,8,9,6,8,8
ENSG00000067064,9,10,9,9,9,9,9,8
ENSG00000067066,13,11,13,12,11,11,10,13
ENSG00000067082,13,13,13,13,11,12,12,13
ENSG00000067113,4,4,5,5,6,4,5,4
ENSG00000067141,4,5,4,5,7,5,6,6
ENSG00000067167,11,10,11,9,11,10,10,10
ENSG00000067182,13,13,13,13,10,12,11,12
ENSG00000067191,6,5,3,5,6,5,6,6
ENSG00000067208,7,8,8,7,7,6,7,7
ENSG00000067221,8,5,8,6,6,5,5,7
ENSG00000067225,13,13,12,14,11,13,12,12
ENSG00000067248,8,8,8,8,8,8,8,8
ENSG00000067334,8,9,8,9,9,8,9,8
ENSG00000067365,7,7,6,8,6,8,7,6
ENSG00000067369,7,8,8,7,9,7,8,8
ENSG00000067533,5,5,6,6,8,6,7,6
ENSG00000067560,13,13,13,14,12,13,12,13
ENSG00000067596,10,10,10,10,9,9,9,10
ENSG00000067606,6,7,7,8,8,7,7,6
ENSG00000067646,4,3,7,6,7,3,8,6
ENSG00000067704,9,9,8,9,9,8,9,9
ENSG00000067798,4,4,4,4,3,4,4,4
ENSG00000067829,8,8,8,9,8,8,8,8
ENSG00000067836,8,8,8,9,6,9,7,7
ENSG00000067840,6,6,6,6,7,6,8,8
ENSG00000067900,11,11,11,11,10,11,11,10
ENSG00000067955,9,9,9,8,9,9,9,9
ENSG00000067992,9,8,8,10,7,8,7,8
ENSG00000068001,5,5,4,7,5,6,6,5
ENSG00000068024,9,10,9,10,7,10,9,9
ENSG00000068028,8,8,8,9,9,9,9,9
ENSG00000068079,12,9,11,8,8,8,7,11
ENSG00000068097,7,6,6,6,9,7,8,7
ENSG00000068120,9,9,9,10,8,9,8,9
ENSG00000068305,11,10,11,10,9,10,9,10
ENSG00000068308,11,10,10,11,10,10,9,10
ENSG00000068323,11,11,11,12,9,11,10,11
ENSG00000068354,8,8,6,9,7,8,8,7
ENSG00000068366,12,12,11,10,9,10,9,10
ENSG00000068383,7,8,7,9,7,8,7,7
ENSG00000068394,8,8,7,8,7,8,7,8
ENSG00000068400,10,9,10,10,9,9,9,10
ENSG00000068438,7,7,7,7,8,7,7,8
ENSG00000068489,8,6,8,6,6,7,6,7
ENSG00000068650,10,11,10,10,9,10,9,9
ENSG00000068654,7,7,7,6,8,7,7,7
ENSG00000068697,10,10,11,11,10,10,10,10
ENSG00000068724,10,9,9,9,9,8,9,9
ENSG00000068745,9,9,9,9,9,8,8,9
ENSG00000068784,9,8,9,7,8,7,7,9
ENSG00000068796,8,8,8,8,8,8,9,8
ENSG00000068831,10,10,10,12,9,11,11,10
ENSG00000068878,9,9,9,10,10,9,10,9
ENSG00000068885,5,5,6,4,7,5,6,5
ENSG00000068903,9,9,8,10,8,9,8,9
ENSG00000068912,8,8,8,8,9,7,8,8
ENSG00000068971,9,8,7,8,7,8,7,7
ENSG00000068976,6,7,7,8,6,7,7,7
ENSG00000069020,5,6,5,7,5,7,7,6
ENSG00000069188,4,5,4,4,6,4,4,4
ENSG00000069248,8,8,8,8,8,8,8,8
ENSG00000069275,8,9,9,9,10,9,10,9
ENSG00000069329,10,11,10,11,10,10,10,10
ENSG00000069345,9,9,9,10,9,9,9,9
ENSG00000069399,9,11,9,11,8,9,8,9
ENSG00000069424,10,10,10,11,9,11,10,10
ENSG00000069493,9,9,10,8,11,9,10,10
ENSG00000069509,6,5,6,5,6,6,5,6
ENSG00000069535,4,4,4,6,3,3,4,4
ENSG00000069667,7,7,8,7,8,8,10,8
ENSG00000069702,6,5,7,5,9,7,9,8
ENSG00000069849,10,9,10,9,9,8,9,10
ENSG00000069869,6,8,6,7,5,7,6,6
ENSG00000069943,9,7,9,8,7,8,8,9
ENSG00000069956,7,8,7,7,7,7,8,7
ENSG00000069966,7,6,7,7,9,6,8,6
ENSG00000069974,11,12,11,12,9,12,10,11
ENSG00000069998,7,8,7,6,7,7,7,7
ENSG00000070010,8,9,8,10,9,9,9,9
ENSG00000070018,4,4,4,5,4,5,5,4
ENSG00000070047,8,8,8,8,8,8,8,8
ENSG00000070061,7,7,8,7,8,8,9,8
ENSG00000070081,7,8,7,8,6,10,8,8
ENSG00000070087,4,3,4,3,7,4,5,4
ENSG00000070182,9,7,6,9,5,9,8,7
ENSG00000070190,12,11,12,10,9,10,9,11
ENSG00000070214,9,9,9,8,7,9,9,8
ENSG00000070269,8,10,9,9,8,9,8,8
ENSG00000070366,7,7,7,8,7,8,8,8
ENSG00000070367,9,9,9,7,9,8,9,8
ENSG00000070371,7,7,5,7,5,10,6,5
ENSG00000070404,5,6,6,6,4,9,5,6
ENSG00000070413,10,10,10,11,9,10,9,10
ENSG00000070423,7,8,7,8,8,8,8,7
ENSG00000070444,8,9,8,10,8,10,8,9
ENSG00000070476,8,9,8,9,8,9,9,8
ENSG00000070495,8,9,8,10,8,8,8,8
ENSG00000070501,9,8,9,7,8,8,7,9
ENSG00000070526,4,3,4,4,4,4,5,5
ENSG00000070540,9,9,8,10,7,9,7,8
ENSG00000070610,9,9,9,10,9,9,9,9
ENSG00000070614,9,9,9,9,8,10,9,9
ENSG00000070718,6,5,6,6,7,6,7,7
ENSG00000070731,7,7,6,9,5,8,6,7
ENSG00000070756,13,13,13,13,14,13,13,13
ENSG00000070759,7,7,7,8,6,7,6,7
ENSG00000070761,6,7,6,6,7,7,6,6
ENSG00000070770,9,9,8,9,9,8,9,9
ENSG00000070785,6,6,6,6,7,5,6,6
ENSG00000070814,8,7,8,8,9,7,9,9
ENSG00000070831,12,12,12,13,11,12,11,12
ENSG00000070882,7,7,7,6,7,7,8,8
ENSG00000070950,5,6,6,5,7,7,6,6
ENSG00000070961,9,9,11,9,10,10,10,10
ENSG00000071051,9,9,8,10,8,8,9,8
ENSG00000071054,11,12,11,13,9,11,11,11
ENSG00000071073,9,9,9,8,7,10,10,9
ENSG00000071082,9,9,7,8,10,9,11,8
ENSG00000071127,12,12,12,13,11,12,11,12
ENSG00000071189,8,9,9,9,8,9,8,8
ENSG00000071205,5,6,6,5,6,6,6,6
ENSG00000071242,5,7,6,4,7,7,6,5
ENSG00000071243,8,8,8,7,7,7,7,7
ENSG00000071246,5,7,5,7,7,6,8,7
ENSG00000071462,7,7,7,8,9,7,8,8
ENSG00000071537,10,11,11,10,9,10,10,10
ENSG00000071539,3,4,5,6,4,5,4,3
ENSG00000071553,9,10,9,11,9,10,9,10
ENSG00000071564,9,8,7,9,11,8,9,8
ENSG00000071575,11,7,11,7,8,7,9,10
ENSG00000071626,9,9,9,9,10,10,10,10
ENSG00000071655,7,7,6,7,8,7,7,7
ENSG00000071794,5,6,6,5,8,7,7,6
ENSG00000071859,7,8,8,9,8,8,8,8
ENSG00000071889,7,7,7,7,8,8,7,7
ENSG00000071894,8,8,8,7,9,8,9,8
ENSG00000071967,8,10,8,9,8,10,8,9
ENSG00000071994,8,8,8,8,9,8,8,8
ENSG00000072042,8,8,8,9,8,7,9,9
ENSG00000072062,10,11,10,13,9,11,10,11
ENSG00000072071,5,5,6,6,5,5,7,7
ENSG00000072110,12,12,12,14,9,12,10,12
ENSG00000072121,10,8,10,8,8,8,8,10
ENSG00000072134,5,6,6,5,6,5,6,6
ENSG00000072135,11,11,11,11,10,11,10,11
ENSG00000072163,4,5,4,6,5,4,5,4
ENSG00000072195,4,4,3,3,3,4,5,3
ENSG00000072210,8,8,8,7,7,8,8,8
ENSG00000072274,8,8,7,7,11,9,8,7
ENSG00000072310,7,7,6,8,7,8,7,7
ENSG00000072364,9,9,10,9,9,9,9,9
ENSG00000072401,11,11,11,11,9,10,9,10
ENSG00000072415,5,6,6,5,7,5,7,6
ENSG00000072422,7,5,6,7,4,6,6,7
ENSG00000072501,10,10,10,9,9,10,9,10
ENSG00000072506,8,8,7,8,8,8,7,8
ENSG00000072518,11,11,11,12,9,10,10,11
ENSG00000072571,5,4,4,4,5,7,4,4
ENSG00000072609,9,9,9,10,9,9,9,9
ENSG00000072682,5,6,4,5,4,3,4,4
ENSG00000072694,11,8,11,8,10,8,8,11
ENSG00000072736,9,9,9,9,9,9,10,10
ENSG00000072756,7,7,7,6,7,7,7,7
ENSG00000072778,10,10,9,11,9,10,10,10
ENSG00000072786,11,12,12,13,11,12,11,12
ENSG00000072803,8,9,8,8,9,8,8,8
ENSG00000072818,10,11,10,13,9,11,11,11
ENSG00000072849,8,9,9,9,8,9,8,8
ENSG00000072858,8,7,8,6,8,6,8,8
ENSG00000072864,9,10,10,11,9,9,9,10
ENSG00000072952,9,12,10,10,7,10,8,10
ENSG00000072954,6,6,5,8,7,7,6,5
ENSG00000072958,9,9,9,10,9,9,9,9
ENSG00000073008,6,7,6,7,5,6,6,6
ENSG00000073050,7,8,7,9,7,8,7,7
ENSG00000073060,6,7,5,6,4,6,6,6
ENSG00000073111,6,5,5,7,7,8,5,5
ENSG00000073150,6,7,6,10,6,8,7,6
ENSG00000073169,8,7,6,9,7,8,7,7
ENSG00000073331,11,11,11,11,9,11,9,11
ENSG00000073350,6,6,6,6,7,7,8,7
ENSG00000073417,7,7,7,5,6,7,7,8
ENSG00000073464,7,7,8,6,9,5,5,7
ENSG00000073536,5,5,6,6,7,6,6,6
ENSG00000073578,9,8,9,9,9,8,9,9
ENSG00000073584,6,5,6,5,7,6,7,5
ENSG00000073605,8,7,8,8,10,7,8,8
ENSG00000073614,10,10,11,11,10,10,10,11
ENSG00000073737,10,10,10,9,7,9,7,10
ENSG00000073756,8,8,8,6,6,8,7,7
ENSG00000073792,10,9,8,9,7,9,9,8
ENSG00000073803,8,7,8,7,6,6,6,7
ENSG00000073849,9,9,10,9,13,9,10,10
ENSG00000073861,8,7,8,7,9,8,9,9
ENSG00000073910,8,9,9,10,9,10,9,9
ENSG00000073921,12,13,13,13,10,13,12,12
ENSG00000073969,10,8,10,8,8,8,8,9
ENSG00000074054,9,9,9,9,9,9,9,9
ENSG00000074071,7,7,7,8,8,7,7,7
ENSG00000074201,8,8,8,7,9,8,9,8
ENSG00000074219,3,3,3,3,8,3,3,3
ENSG00000074266,8,7,8,6,8,7,8,7
ENSG00000074276,3,4,3,5,3,5,4,3
ENSG00000074319,10,10,9,10,9,10,9,9
ENSG00000074356,8,9,9,9,8,10,9,9
ENSG00000074370,10,10,10,13,10,12,11,11
ENSG00000074416,8,7,7,9,6,7,7,8
ENSG00000074582,5,7,6,6,7,6,6,7
ENSG00000074603,9,9,9,9,9,9,9,9
ENSG00000074621,8,4,7,4,6,5,6,5
ENSG00000074657,6,6,6,5,6,6,6,5
ENSG00000074660,9,9,9,9,8,10,7,7
ENSG00000074695,8,7,8,8,8,8,9,8
ENSG00000074696,6,7,7,6,8,7,8,7
ENSG00000074706,9,9,10,9,8,9,9,9
ENSG00000074755,9,9,10,10,9,10,10,9
ENSG00000074800,12,13,11,13,11,13,11,12
ENSG00000074842,8,8,7,8,8,8,7,7
ENSG00000074855,5,6,5,5,5,6,6,6
ENSG00000074935,6,6,6,5,7,6,7,6
ENSG00000074964,8,7,8,5,6,6,7,8
ENSG00000074966,6,7,7,6,7,6,9,7
ENSG00000075089,7,6,6,5,7,7,8,6
ENSG00000075131,5,4,5,3,6,6,5,4
ENSG00000075142,8,9,8,9,9,8,8,8
ENSG00000075151,11,9,11,9,9,10,9,9
ENSG00000075188,6,6,6,7,7,6,7,7
ENSG00000075218,5,4,4,5,4,7,3,4
ENSG00000075223,6,6,6,4,4,5,6,6
ENSG00000075234,9,8,8,8,7,8,8,9
ENSG00000075239,7,6,7,6,8,8,7,7
ENSG00000075240,7,8,7,7,6,8,8,8
ENSG00000075275,4,5,5,4,9,4,6,4
ENSG00000075292,10,10,11,9,11,10,10,10
ENSG00000075303,7,9,7,9,8,9,8,7
ENSG00000075336,5,6,6,6,7,6,6,6
ENSG00000075340,6,6,6,6,3,5,6,6
ENSG00000075399,9,9,8,10,8,9,8,8
ENSG00000075407,7,7,7,7,9,7,8,8
ENSG00000075413,11,10,11,11,10,11,10,10
ENSG00000075415,10,10,10,11,10,10,10,10
ENSG00000075420,10,11,11,10,8,11,9,10
ENSG00000075426,11,12,11,12,8,11,10,11
ENSG00000075539,9,9,10,9,9,9,9,9
ENSG00000075568,11,9,10,10,9,9,9,10
ENSG00000075618,4,6,4,5,5,5,5,5
ENSG00000075624,16,16,16,18,15,16,15,16
ENSG00000075651,7,8,7,7,7,9,6,7
ENSG00000075702,4,4,5,5,5,6,5,5
ENSG00000075711,8,8,8,7,8,8,9,8
ENSG00000075785,12,13,12,13,11,12,11,12
ENSG00000075790,8,8,8,6,8,8,7,7
ENSG00000075826,6,7,7,7,8,7,8,7
ENSG00000075856,8,8,8,8,9,8,9,9
ENSG00000075884,10,9,10,11,9,10,9,9
ENSG00000075914,6,6,6,6,6,7,7,6
ENSG00000075945,7,7,7,7,8,6,7,7
ENSG00000075975,7,8,7,8,8,8,8,7
ENSG00000076003,6,7,7,9,7,9,8,8
ENSG00000076043,7,6,6,6,7,7,7,6
ENSG00000076053,9,8,9,8,8,7,8,8
ENSG00000076067,9,7,8,6,5,6,7,8
ENSG00000076108,12,11,11,11,11,11,10,11
ENSG00000076201,8,8,7,9,8,8,8,8
ENSG00000076242,8,8,8,7,8,8,8,8
ENSG00000076248,5,5,6,6,7,7,7,6
ENSG00000076258,5,5,5,4,7,5,5,5
ENSG00000076321,7,7,7,6,7,6,7,7
ENSG00000076351,5,5,5,4,5,5,6,6
ENSG00000076356,6,6,6,7,4,7,6,6
ENSG00000076382,4,5,6,6,6,8,5,5
ENSG00000076513,11,11,12,12,10,11,10,11
ENSG00000076554,6,6,6,6,7,5,8,6
ENSG00000076555,5,6,6,6,7,6,7,6
ENSG00000076604,5,5,5,5,8,4,6,5
ENSG00000076641,11,11,11,11,9,11,11,11
ENSG00000076650,7,6,7,7,7,6,7,7
ENSG00000076662,12,13,12,14,10,13,11,11
ENSG00000076685,12,11,13,11,10,12,10,11
ENSG00000076770,11,9,9,10,10,10,10,9
ENSG00000076864,9,7,5,8,3,4,9,5
ENSG00000076924,8,8,8,9,8,8,8,8
ENSG00000076928,11,11,11,13,11,12,11,11
ENSG00000076944,11,11,9,13,8,11,9,10
ENSG00000076984,9,9,8,10,9,9,9,8
ENSG00000077044,9,10,9,11,10,10,10,9
ENSG00000077097,9,10,10,10,10,10,11,10
ENSG00000077147,10,10,10,9,10,10,10,9
ENSG00000077150,9,11,10,11,9,9,9,9
ENSG00000077152,4,4,4,5,5,6,4,5
ENSG00000077157,8,9,8,9,8,10,10,9
ENSG00000077232,8,9,9,8,9,8,9,9
ENSG00000077235,8,8,8,9,8,9,9,9
ENSG00000077238,10,13,10,14,13,12,9,10
ENSG00000077254,10,9,10,9,9,9,9,9
ENSG00000077312,8,8,8,8,9,8,8,8
ENSG00000077327,4,4,4,3,5,3,3,4
ENSG00000077348,4,6,5,6,6,5,6,6
ENSG00000077380,10,9,9,8,8,9,9,9
ENSG00000077420,12,13,13,13,10,12,11,13
ENSG00000077454,8,8,8,9,7,9,7,7
ENSG00000077458,8,8,8,7,8,8,8,7
ENSG00000077463,7,7,7,8,7,7,7,7
ENSG00000077514,8,8,8,8,7,8,7,8
ENSG00000077549,12,12,11,13,11,12,11,12
ENSG00000077585,9,7,7,6,6,6,7,7
ENSG00000077684,8,9,8,9,9,9,9,9
ENSG00000077713,7,6,6,5,7,5,6,7
ENSG00000077721,10,9,9,9,9,9,9,9
ENSG00000077782,5,6,6,6,5,7,6,5
ENSG00000077984,10,11,8,15,10,11,10,10
ENSG00000078043,7,7,8,9,8,7,8,7
ENSG00000078053,4,5,3,5,3,5,5,3
ENSG00000078061,9,9,9,11,9,10,9,9
ENSG00000078070,7,6,7,6,7,7,7,7
ENSG00000078081,12,6,11,5,6,4,4,9
ENSG00000078114,3,4,7,4,3,5,3,4
ENSG00000078124,9,10,9,9,8,9,8,9
ENSG00000078140,9,9,9,9,9,9,9,9
ENSG00000078142,9,9,9,9,9,9,9,9
ENSG00000078177,6,7,6,5,7,7,7,6
ENSG00000078237,7,8,7,7,7,6,7,7
ENSG00000078246,5,6,5,5,7,5,6,5
ENSG00000078269,7,6,7,7,6,8,8,7
ENSG00000078304,11,10,11,11,11,10,11,11
ENSG00000078319,5,5,5,5,7,6,6,5
ENSG00000078369,12,12,12,13,11,11,11,12
ENSG00000078399,4,5,3,5,3,4,4,3
ENSG00000078401,4,4,4,4,6,4,4,4
ENSG00000078403,7,7,7,7,8,8,8,7
ENSG00000078487,5,5,6,5,7,6,5,6
ENSG00000078589,6,6,7,5,8,5,7,6
ENSG00000078596,6,6,7,7,8,6,9,7
ENSG00000078618,12,12,12,13,10,12,11,12
ENSG00000078668,9,9,9,9,9,9,9,9
ENSG00000078674,9,10,10,9,10,9,10,10
ENSG00000078687,7,7,8,8,8,7,9,8
ENSG00000078699,8,7,8,7,8,8,8,8
ENSG00000078747,10,10,10,10,9,10,10,9
ENSG00000078804,6,7,6,7,6,8,6,6
ENSG00000078808,10,10,9,10,9,9,9,10
ENSG00000078902,9,10,9,10,8,10,8,9
